review_priority,priority_score,review_reason,related_exam_count,mapping_id,subject,grade_band,domain_code_2015,domain_code_2022,change_type,similarity,code_2015,text_2015,source_2015,page_2015,code_2022,text_2022,source_2022,page_2022,review_required
medium,13,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 쓰기; 자동 추정 대응,0,MAP-NEW-6국04-06,국어,5-6,,04,new_or_unmatched,0.0,,,,,6국04-06,"[6국04-06] 글과 담화에 쓰인 단어 및 문장, 띄어쓰기를 민감하게 살펴 바르게 고치는 태도를 지닌다. (가) 성취기준 해설 •",[별책5] 국어과 교육과정.pdf,42,True
medium,13,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 평가; 자동 추정 대응,0,MAP-NEW-6국06-02,국어,5-6,,06,new_or_unmatched,0.0,,,,,6국06-02,[6국06-02] 뉴스 및 각종 정보 매체 자료의 신뢰성을 평가한다 .,[별책5] 국어과 교육과정.pdf,46,True
medium,13,"교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 민주주의, 실천, 생활; 자동 추정 대응",0,MAP-NEW-4사08-01,사회,3-4,,08,new_or_unmatched,0.0,,,,,4사08-01,"[4사08-01] 학교 자치 사례를 통하여 민주주의의 의미를 이해하고, 학교생활에서 민주주의를 실천하는 능력을 기른다.",[별책7] 사회과 교육과정.pdf,31,True
medium,13,"교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 인권, 평가; 자동 추정 대응",0,MAP-6사02-04-REMOVED,사회,5-6,02,,removed_or_unmatched,0.0,6사02-04,"[6사02-04] 헌 법 에서 규 정 하는 기 본 권 과 의 무 가 일 상 생 활 에 적용된 사 례 를 조 사 하고, 권 리 와 의 무 의 조 SS 추 구 하 는 자 세 를 기른다. (가) 학습 요소 (나) 성 취 기준 해설 + 에 서는 긴 기본적 AE 보 하기 위한 허 범의 억 한음 구 한 으로써 이 10 사 0304 메 서는 헌 법 에서 보 상 하는 분 빛 의 무 와 관련된 상 생 한의 akg 의 주 하는 Gales 한다 (다) 교 수 ㆍ 학습 방법 및 유의 사항 * 생환 수 빈 에서 인권 보 장 이나 국 민 의 의 무 와 관련된 구체적 사 례 들을 담고 있는 신문 기 사 나 법 를 조항, 관련 사례 조 사 에 필요한 자 료 (국회 범 률 지석 정보 시스템, 법제처 능 잠 고 ) 를 해 서 하 에 RTE 수 있도 abel 조 항 을 생환 속 인권 사 레 들 과 수입 구성 한나. 사 례 에 관한 자 료 의 형 식 이나 구성 방식 등에 대해 소 개 하는 간단한 자 료 를 학 생 들 에게 미리 세 시 하 여 참 고 하게 한나. ( 라 ) 평가 방법 및 유의 사항 113 평가 방범 * 활 용 하여 평가할 경우 MARS. 위한 헌 범의 억 할 과 중 요 성 을 탐 구 하는 과 세 을",별책7_사회과 교육과정(제2015-74호).pdf,43,,,,,True
medium,13,"교과가중치 4; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 실천, 생활; 자동 추정 대응",0,MAP-6사05-03-REMOVED,사회,5-6,05,,removed_or_unmatched,0.0,6사05-03,"[6사05-03] 일 상 생 활 에서 경 험 하는 민 H [64105-04] (가 (나 ol ~ 주의 실천 사 례 를 탐 구 하여 민 주 주 의 의 의 미 와 중 요 성 을 파악 느 결 , 대 화 와 타협, 소수 의견 존중 등 ) 의 의 미 와 필 요 성 을 이 해 하 를 실제 생활 속 에 서 실 천 하는 자 세 를 지닌다. 학습 요소 민 주 주 의 의 의 머 와 중요성, VEAL 의사 결정 원리 성 취 기준 해설 에 서 는 하 임원 외의 등과 간이 하 들이 쉽게 전할 수 있는 생활 속 여 해 봄 으 로써 민 주 주 의 를 생활 속 에 서 실 진 하 는 능력 및 태 토 를 함 양 하도록 한다. © 사 에 서는 106 사 05-031 에 서 학 습 한 빈 주 주 의의 의 미 와 필 요 성 에 대한 이 해 를 바 탕 으로 하 v",별책7_사회과 교육과정(제2015-74호).pdf,51,,,,,True
medium,13,교과가중치 5; 학년군가중치 2; 변화유형가중치 5; 관련 기출 1개; 자동 추정 대응,1,MAP-2수05-02-2수04-03,수학,1-2,05,04,semantic_match,0.3275,2수05-02,"[2수05-02]분류한 자료를 표로 나타내고, 표로 나타내면 편리한 점을 말할 수 있다. 그래프 그리기",2015개정 교육과정 수학과 (PDF).pdf,18,2수04-03,"[2수04-03] 자료를 분류하여 ○, ×, / 등을 이용한 그래프로 나타내고, 자료를 그래프로 나타내면 편리한 점을 말할 수 있다 .",[별책8] 수학과 교육과정.pdf,21,True
medium,13,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 생활; 관련 기출 1개; 자동 추정 대응,1,MAP-2수02-03-REMOVED,수학,1-2,02,,removed_or_unmatched,0.0,2수02-03,"[2수02-03]교실 및 생활 주변에서 여러 가지 물건을 관찰하여 삼각형, 사각형, 원의 모양을 찾고, 그것들을 이용하여 여러 가지 모양을 꾸밀 수 있다.",2015개정 교육과정 수학과 (PDF).pdf,14,,,,,True
medium,13,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 생활; 관련 기출 1개; 자동 추정 대응,1,MAP-2수05-01-REMOVED,수학,1-2,05,,removed_or_unmatched,0.0,2수05-01,"[2수05-01]교실 및 생활 주변에 있는 사물들을 정해진 기준 또는 자신이 정한 기준으로 분류하여 개수를 세어보고, 기준에 따른 결과를 말할 수 있다. 표 만들기",2015개정 교육과정 수학과 (PDF).pdf,18,,,,,True
medium,13,교과가중치 5; 학년군가중치 2; 변화유형가중치 5; 임용형 키워드 탐구; 자동 추정 대응,0,MAP-4수05-03-4수04-03,수학,3-4,05,04,semantic_match,0.2263,4수05-03,"[4수05-03]여러 가지 자료를 수집, 분류, 정리하여 자료의 특성에 맞는 그래프로 나타내고, 그래프를 해석할 수 있다.",2015개정 교육과정 수학과 (PDF).pdf,24,4수04-03,"[4수04-03] 탐구 문제를 해결하기 위해 자료를 수집, 정리하여 막대그래프나 꺾은선그래프로 나타내고 해 석 할 수 있 다. (가) 성취기준 해설 •",[별책8] 수학과 교육과정.pdf,29,True
medium,13,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 생활; 관련 기출 1개; 자동 추정 대응,1,MAP-4수05-01-REMOVED,수학,3-4,05,,removed_or_unmatched,0.0,4수05-01,[4수05-01]실생활 자료를 수집하여 간단한 그림그래프나 막대그래프로 나타낼 수 있다.,2015개정 교육과정 수학과 (PDF).pdf,24,,,,,True
medium,13,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 나눗셈; 자동 추정 대응,0,MAP-6수01-16-REMOVED,수학,5-6,01,,removed_or_unmatched,0.0,6수01-16,[6수01-16]소수의 곱셈과 나눗셈의 계산 결과를 어림할 수 있다.,2015개정 교육과정 수학과 (PDF).pdf,26,,,,,True
medium,13,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-6수02-11-REMOVED,수학,5-6,02,,removed_or_unmatched,0.0,6수02-11,"[6수02-11]쌓기나무로 만든 입체도형의 위, 앞, 옆에서 본 모양을 표현할 수 있고, 이러한 표현을 보고 입체도형의 모양을 추측할 수 있다.",2015개정 교육과정 수학과 (PDF).pdf,27,,,,,True
medium,13,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-6수05-02-REMOVED,수학,5-6,05,,removed_or_unmatched,0.0,6수05-02,"[6수05-02]실생활 자료를 그림그래프로 나타내고, 이를 활용할 수 있다.",2015개정 교육과정 수학과 (PDF).pdf,31,,,,,True
medium,13,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 생활; 자동 추정 대응,0,MAP-6수05-05-REMOVED,수학,5-6,05,,removed_or_unmatched,0.0,6수05-05,"[6수05-05]실생활에서 가능성과 관련된 상황을 ʻ불가능하다ʼ, ʻ~아닐 것 같다ʼ, ʻ반반이다ʼ, ʻ~일 것 같다ʼ, ʻ확실하다ʼ 등으로 나타낼 수 있다.",2015개정 교육과정 수학과 (PDF).pdf,31,,,,,True
medium,13,교과가중치 5; 학년군가중치 3; 변화유형가중치 4; 임용형 키워드 표현; 자동 추정 대응,0,MAP-6수05-07-REMOVED,수학,5-6,05,,removed_or_unmatched,0.0,6수05-07,"[6수05-07]사건이 일어날 가능성을 수로 표현할 수 있다.(가) 학습 요소•평균, 띠그래프, 원그래프, 가능성(나) 교수･학습 방법 및 유의 사항•평균을 구하는 방법뿐만 아니라 그 의미를 직관적으로 파악하게 한다.",2015개정 교육과정 수학과 (PDF).pdf,31,,,,,True
medium,13,"교과가중치 2; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 평가, 피드백, 과정, 생활, 감상; 자동 추정 대응",0,MAP-4체04-08-REMOVED,체육,3-4,04,,removed_or_unmatched,0.0,4체04-08,"[4체04-08] 리듬 표현 활동을 수행하며 리듬의 특징과 변화를 빠르게 수용하고 이를 신체 움직임에 반 영하여 표현한다. (가) 교수･학습 방법 및 유의 사항 • 움직임 언어에 따른 표현 요소를 다양하게 익힐 수 있는 신체활동을 선정한다. 특히, 시, 동화 등의 이야기를 적극 활용하여 다양한 상황에 적절한 움직임을 수행할 수 있는 기회를 제공한다. • 리듬 표현을 지도할 때에는 음악의 빠르기, 셈여림 등이 다른 음악을 활용하여 학습자가 리듬이 나 음악의 셈여림, 빠르기에 따른 적합한 신체 움직임을 익힐 수 있도록 한다. 또한, 리듬에 따 른 신체 움직임에 익숙해지도록 반복되는 리듬을 활용할 수도 있다. • 도구를 활용한 리듬 표현을 할 때에는 음악에 맞추어 도구를 조작하는 것이 어려울 수 있으므로 기초적인 움직임부터 난도가 높은 움직임을 단계적으로 배울 수 있도록 한다. 즉, 도구를 조작 하는 데 필요한 동작을 먼저 익히고 이를 바탕으로 리듬에 따른 움직임을 익히게 한다. • 움직임 및 리듬 표현에 관련된 활동을 한 후에는 여러 사람 앞에서 활동한 결과를 지속적으로 발표하고 감상하는 과정을 통해 표현의 중요성을 경험한다. 또한, 자신감을 갖고 표현할 수 있 도록 긍정적인 피드백을 적극적으로 제공한다. (나) 평가 방법 및 유의 사항 • 초등학교 3~4학년군의 표현 영역은 자신의 감정이나 느낌을 표현한 것을 바탕으로 그것의 수행 이유, 내용, 방법 등을 종합적으로 평가한다. • 움직임 표현은 움직임 언어에 따른 표현 요소의 구성과 표현 방식을 중심으로 평가하되 움직임 언어와 표현 요소를 활용한 신체 움직임 구성 능력을 평가의 기준으로 삼는다. • 리듬 표현은 리듬의 세기, 빠르기에 따라 신체 움직임을 정확하게 구사할 수 있는지를 평가한다. • 자신의 감정을 다른 사람들 앞에서 적극적으로 발표할 수 있는지를 지속적으로 확인하고 평가에 반영한다. (5) 안전 3~4학년군의 안전 영역은 안전한 삶과 생활을 영위하기 위해 필요한 안전에 관련된 지식을 습득하 여 실생활에 적용하는 것을 목적으로 한다. 이를 기반으로 신체활동 수행 전반에서 요구되는 안전 의식과 함께 안전 확보를 위한 기본적인 능력 및 위기 대처 능력을 기르도록 한다. 3~4학년군의 안전 영역에서는 신체활동 관련 안전사고의 종류와 원인을 파악하여 신체활동 시 안전",별책11_체육과 교육과정(제2015-74호).pdf,23,,,,,True
medium,13,"교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 평가, 과정, 실천; 자동 추정 대응",0,MAP-2바05-02-REMOVED,통합교과,1-2,05,,removed_or_unmatched,0.0,2바05-02,"[2바05-02] 동네를 위해 할 수 있는 일을 찾아 실천하면서 일의 소중함을 안다 . (가) 학습 요소 • 이웃 간 예절, 공중도덕, 일의 소중함 (나) 교수･학습 방법 및 유의 사항 ① 도서관, 놀이터, 공원 등 공공장소에서 지켜야 할 일과 그 안에 설치된 시설물의 올바른 사용 방 법을 알아보고 바르게 사용할 수 있도록 지도한다. ② 이웃 사람을 만나게 되는 상황을 열거해 보고, 그 상황에서 어떤 행동이 바르고 적절한지 알아보 는 상황극을 할 수 있다. ③ ‘좋은 이웃에 대한 경험’을 발표함으로써 이웃 간에 지킬 예절을 학생 스스로 깨닫게 한다. 학생 들의 경험을 발표할 때 이웃에 대한 부정적인 이야기에 편중되지 않도록 유의한다. ④ 근면과 성실의 태도에 초점을 두어 일의 소중함을 일깨우고, 학교와 동네에서 자신이 할 수 있는 일을 찾아서 직접 실천할 수 있도록 지도한다. (다) 평가 방법 및 유의 사항 ① 인형 놀이나 역할 놀이 등의 방법으로 학습하는 과정에서 가게, 놀이터, 승강기 등에서 이웃과 만났을 때 올바르게 인사하거나 대화하는지 평가한다. ② 짝과 역할을 정해 이웃과 만나는 상황극을 연출하고 발표한 것에 대해 평가할 수 있다. 또는 상 8","별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",14,,,,,True
medium,13,"교과가중치 4; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 표현, 건강, 경쟁; 자동 추정 대응",0,MAP-2즐08-04-REMOVED,통합교과,1-2,08,,removed_or_unmatched,0.0,2즐08-04,"[2즐08-04] 건강한 겨울나기를 위해 규칙적으로 운동한다 . (가) 학습 요소 • 겨울 느낌 표현, 놀이 도구 제작, 동물 흉내 내기, 겨울철 신체 활동 (나) 교수･학습 방법 및 유의 사항 ① 겨울의 모습이나 느낌, 겨울철 동물들의 모습 등을 다양하게 표현해 보고, 이를 소재로 놀이와 신체 활동을 한다. ② 겨울철 실내외에서 할 수 있는 운동을 찾아 친구들과 재미있게 한다. 날씨 상황이 여의치 않을 경우 실내 놀이나 운동으로 변형하여 활동할 수 있다. ③ 학급 실정에 맞게 활동을 선택하여 진행하되, 학생들이 놀이 도구를 다양한 방법으로 만들어 볼 수 있도록 격려한다. ④ 학생들이 충분히 재미를 느끼며 적극적으로 참여하도록 유도하고, 지나친 경쟁심은 경계하여 승 부에 집착하지 않도록 지도한다. ⑤ 질서 있게 놀이가 진행되도록 사전에 경기 방법과 규칙에 대해 충분히 안내한다. ⑥ 경기 또는 놀이 후에는 느낀 점에 대해 발표해 보고 자신의 경기 태도를 반성하는 시간을 갖는다. 39","별책15_바른 생활, 슬기로운 생활, 즐거운 생활 교육과정(초등통합)(제2015-74호) (1).pdf",45,,,,,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 평가; 자동 추정 대응,0,MAP-4과09-04-REMOVED,과학,3-4,09,,removed_or_unmatched,0.0,4과09-04,"[4과09-04] 간단한 ASS 설 계 하여 제 작 하고 그 결 과 물 을 평가할 수 있다. (나) 성 취 기준 해설 © 일 상 생 활 에서 사 용 되 는 여리 가지 저 울 을 다 루 되 , 각 지 울 의 을 두는 것이 아니마 물 체 의 무 게 를 정확하게 성 하지 않으면 어떠한 불 편 함 이나 어 리 움 이 있 집시 다루지 않는다.",별책9_과학과 교육과정(제2015-74호).pdf,29,,,,,True
low,12,교과가중치 5; 학년군가중치 2; 변화유형가중치 4; 임용형 키워드 평가; 자동 추정 대응,0,MAP-4과17-02-REMOVED,과학,3-4,17,,removed_or_unmatched,0.0,4과17-02,"[4과17-02] 물의 중 요 성 을 알고 물 부족 현 상 을 해 결 하기 위해 창의적 방 법 을 활 용 한 사 례 를 조 사 할 수 있다 A . (27 BS) e 불의 , oO. 아 보 는 기 모형 ae wo? (나) 성 취 기준 해설 강우 등과 관 린 지 어 통 합 식 으로 에서 일어나는 불의 동 과 불의 상태 빈 화 의 을 다양한 관 점 에 서 승산 AEBS. 5 학 년 군 에서 다루기 때문에 여기서는 증산 현상 우 v ov wo 주로 다룬다. 세계 여러 곳 에 서 물 이 nh 빙 하 와 같이 액 체 가 아닌 상 태 로 도 존 새 합 을 이해 rae 한다. 구 름 이나 안 개 를 물의 기체 상 태 로 오 해 하지 않도록 유 의 한 다. 주 “Tay ry [437F17-02] Het 현상 해 nae 이하 과 학 ㆍ 기술: 고 4 Al 1 계 의 예 를 + Ou 4 / 용 된 wt a 에 블 의 순 환 이 OLA 일어나고. ol of 소 증 지 를 인 식 화 목 한다. 물의 순환 과 if 성 을 알 아 보 는 간단한 실험 활 농 을 실 시 하고, 그 과 를 그 림 이나 글로 표 헌 하여 생 각 을 정 미 하 18 년 구의 상태 번화, 5-6 년 군 의 AHO SASH ' 생 불과 환경) ' 날 씨 와 우리 BEE, 중학교 1~3 학 년 군 의 ' 수 권 과 해 수 의 순환, ' 식 물 과 에 너 지 ', ' 통 물 과 에 너 지 ' 와 인 제 된 다. ( 라 ) 평가 방법 및 유의 사항 34",별책9_과학과 교육과정(제2015-74호).pdf,40,,,,,True
